Species1,Species3,Match.type
Lonchura fuscans,Lonchura fuscans,1BL to 1BT
Lonchura fuscata,Padda fuscata,1BL to 1BT
Lonchura grandis,Lonchura grandis,1BL to 1BT
Acanthis flammea,Carduelis flammea,1BL to many BT
Catharacta antarctica,Catharacta antarctica,1BL to many BT
Lonchura kelaarti,Lonchura kelaarti,1BL to 1BT
Lonchura leucogastra,Lonchura leucogastra,1BL to 1BT
Lonchura leucogastroides,Lonchura leucogastroides,1BL to 1BT
Lonchura leucosticta,Lonchura leucosticta,1BL to 1BT
Lonchura maja,Lonchura maja,1BL to 1BT
Lonchura malacca,Lonchura malacca,1BL to 1BT
Lonchura melaena,Lonchura melaena,1BL to 1BT
Lonchura molucca,Lonchura molucca,1BL to 1BT
Lonchura montana,Lonchura montana,1BL to 1BT
Lonchura monticola,Lonchura monticola,1BL to 1BT
Lonchura nevermanni,Lonchura nevermanni,1BL to 1BT
Lonchura oryzivora,Padda oryzivora,1BL to 1BT
Lonchura pallida,Lonchura pallida,1BL to 1BT
Lonchura punctulata,Lonchura punctulata,1BL to 1BT
Lonchura quinticolor,Lonchura quinticolor,1BL to 1BT
Lonchura spectabilis,Lonchura spectabilis,1BL to 1BT
Lonchura striata,Lonchura striata,1BL to 1BT
Lonchura stygia,Lonchura stygia,1BL to 1BT
Lonchura teerinki,Lonchura teerinki,1BL to 1BT
Lonchura tristissima,Lonchura tristissima,1BL to 1BT
Lonchura vana,Lonchura vana,1BL to 1BT
Lophaetus occipitalis,Lophaetus occipitalis,1BL to 1BT
Lophoceros alboterminatus,Tockus alboterminatus,1BL to 1BT
Lophoceros bradfieldi,Tockus bradfieldi,1BL to 1BT
Lophoceros camurus,Tockus camurus,1BL to 1BT
Lophoceros fasciatus,Tockus fasciatus,Many BL to 1BT
Lophoceros hemprichii,Tockus hemprichii,1BL to 1BT
Lophoceros nasutus,Tockus nasutus,1BL to 1BT
Lophoceros pallidirostris,Tockus pallidirostris,1BL to 1BT
Lophoceros semifasciatus,Tockus fasciatus,Many BL to 1BT
Lophodytes cucullatus,Lophodytes cucullatus,1BL to 1BT
Lophoictinia isura,Lophoictinia isura,1BL to 1BT
Lopholaimus antarcticus,Lopholaimus antarcticus,1BL to 1BT
Lophonetta specularioides,Lophonetta specularioides,1BL to 1BT
Lophophanes cristatus,Parus cristatus,1BL to 1BT
Lophophanes dichrous,Parus dichrous,1BL to 1BT
Lophophorus impejanus,Lophophorus impejanus,1BL to 1BT
Lophophorus lhuysii,Lophophorus lhuysii,1BL to 1BT
Lophophorus sclateri,Lophophorus sclateri,1BL to 1BT
Lophopsittacus bensoni,NA ,Extinct
Lophopsittacus mauritianus,NA ,Extinct
Lophorina feminina,Lophorina superba,Many BL to 1BT
Lophorina intercedens,Ptiloris intercedens,1BL to 1BT
Lophorina magnifica,Ptiloris magnificus,1BL to 1BT
Lophorina minor,Lophorina superba,Many BL to 1BT
Lophorina paradisea,Ptiloris paradiseus,1BL to 1BT
Lophorina superba,Lophorina superba,Many BL to 1BT
Lophorina victoriae,Ptiloris victoriae,1BL to 1BT
Lophornis adorabilis,Lophornis adorabilis,1BL to 1BT
Lophornis brachylophus,Lophornis brachylophus,1BL to 1BT
Lophornis chalybeus,Lophornis chalybeus,Many BL to 1BT
Lophornis delattrei,Lophornis delattrei,1BL to 1BT
Lophornis gouldii,Lophornis gouldii,1BL to 1BT
Lophornis helenae,Lophornis helenae,1BL to 1BT
Lophornis magnificus,Lophornis magnificus,1BL to 1BT
Lophornis ornatus,Lophornis ornatus,1BL to 1BT
Lophornis pavoninus,Lophornis pavoninus,1BL to 1BT
Lophornis stictolophus,Lophornis stictolophus,1BL to 1BT
Lophornis verreauxii,Lophornis chalybeus,Many BL to 1BT
Lophospingus griseocristatus,Lophospingus griseocristatus,1BL to 1BT
Lophospingus pusillus,Lophospingus pusillus,1BL to 1BT
Lophostrix cristata,Lophostrix cristata,1BL to 1BT
Lophotibis cristata,Lophotibis cristata,1BL to 1BT
Lophotis gindiana,Eupodotis gindiana,1BL to 1BT
Lophotis ruficrista,Eupodotis ruficrista,1BL to 1BT
Lophotis savilei,Eupodotis savilei,1BL to 1BT
Lophotriccus eulophotes,Lophotriccus eulophotes,1BL to 1BT
Lophotriccus galeatus,Lophotriccus galeatus,1BL to 1BT
Lophotriccus pileatus,Lophotriccus pileatus,1BL to 1BT
Lophotriccus vitiosus,Lophotriccus vitiosus,1BL to 1BT
Lophotriorchis kienerii,Lophotriorchis kienerii,1BL to 1BT
Lophura bulweri,Lophura bulweri,1BL to 1BT
Lophura diardi,Lophura diardi,1BL to 1BT
Lophura edwardsi,Lophura edwardsi,1BL to 1BT
Lophura erythrophthalma,Lophura erythrophthalma,Many BL to 1BT
Lophura ignita,Lophura ignita,Many BL to 1BT
Celeus undatus,Celeus undatus,1BL to many BT
Calendulauda erythrochlamys,Certhilauda erythrochlamys,1BL to many BT
Lophura leucomelanos,Lophura leucomelanos,1BL to 1BT
Lophura nycthemera,Lophura nycthemera,1BL to 1BT
Lophura pyronota,Lophura erythrophthalma,Many BL to 1BT
Lophura rufa,Lophura ignita,Many BL to 1BT
Lophura swinhoii,Lophura swinhoii,1BL to 1BT
Loriculus amabilis,Loriculus amabilis,1BL to 1BT
Loriculus aurantiifrons,Loriculus aurantiifrons,1BL to 1BT
Loriculus beryllinus,Loriculus beryllinus,1BL to 1BT
Loriculus catamene,Loriculus catamene,1BL to 1BT
Loriculus exilis,Loriculus exilis,1BL to 1BT
Loriculus flosculus,Loriculus flosculus,1BL to 1BT
Loriculus galgulus,Loriculus galgulus,1BL to 1BT
Loriculus philippensis,Loriculus philippensis,1BL to 1BT
Loriculus pusillus,Loriculus pusillus,1BL to 1BT
Loriculus sclateri,Loriculus sclateri,1BL to 1BT
Loriculus stigmatus,Loriculus stigmatus,1BL to 1BT
Loriculus tener,Loriculus tener,1BL to 1BT
Loriculus vernalis,Loriculus vernalis,1BL to 1BT
Lorius albidinucha,Lorius albidinucha,1BL to 1BT
Lorius chlorocercus,Lorius chlorocercus,1BL to 1BT
Lorius domicella,Lorius domicella,1BL to 1BT
Lorius garrulus,Lorius garrulus,1BL to 1BT
Lorius hypoinochrous,Lorius hypoinochrous,1BL to 1BT
Lorius lory,Lorius lory,1BL to 1BT
Loxia curvirostra,Loxia curvirostra,1BL to 1BT
Loxia leucoptera,Loxia leucoptera,1BL to 1BT
Loxia megaplaga,Loxia megaplaga,1BL to 1BT
Loxia pytyopsittacus,Loxia pytyopsittacus,1BL to 1BT
Loxia scotica,Loxia scotica,1BL to 1BT
Loxigilla barbadensis,Loxigilla barbadensis,1BL to 1BT
Loxigilla noctis,Loxigilla noctis,1BL to 1BT
Loxioides bailleui,Loxioides bailleui,1BL to 1BT
Loxipasser anoxanthus,Loxipasser anoxanthus,1BL to 1BT
Loxops caeruleirostris,Loxops caeruleirostris,1BL to 1BT
Loxops coccineus,Loxops coccineus,Many BL to 1BT
Loxops ochraceus,Loxops coccineus,Many BL to 1BT
Loxops wolstenholmei,Loxops coccineus,Many BL to 1BT
Lullula arborea,Lullula arborea,1BL to 1BT
Lurocalis rufiventris,Lurocalis rufiventris,1BL to 1BT
Lurocalis semitorquatus,Lurocalis semitorquatus,1BL to 1BT
Luscinia luscinia,Luscinia luscinia,1BL to 1BT
Luscinia megarhynchos,Luscinia megarhynchos,1BL to 1BT
Lybius chaplini,Lybius chaplini,1BL to 1BT
Lybius guifsobalito,Lybius guifsobalito,1BL to 1BT
Lybius leucocephalus,Lybius leucocephalus,Many BL to 1BT
Lybius leucogaster,Lybius leucocephalus,Many BL to 1BT
Lybius rubrifacies,Lybius rubrifacies,1BL to 1BT
Lybius senex,Lybius leucocephalus,Many BL to 1BT
Lybius torquatus,Lybius torquatus,1BL to 1BT
Lybius undatus,Lybius undatus,1BL to 1BT
Lybius vieilloti,Lybius vieilloti,1BL to 1BT
Lycocorax obiensis,Lycocorax pyrrhopterus,Many BL to 1BT
Lycocorax pyrrhopterus,Lycocorax pyrrhopterus,Many BL to 1BT
Lymnocryptes minimus,Lymnocryptes minimus,1BL to 1BT
Lyncornis macrotis,Eurostopodus macrotis,1BL to 1BT
Lyncornis temminckii,Eurostopodus temminckii,1BL to 1BT
Lyrurus mlokosiewiczi,Tetrao mlokosiewiczi,1BL to 1BT
Lyrurus tetrix,Tetrao tetrix,1BL to 1BT
Macgregoria pulchra,Macgregoria pulchra,1BL to 1BT
Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,1BL to 1BT
Machaerirhynchus nigripectus,Machaerirhynchus nigripectus,1BL to 1BT
Machaeropterus deliciosus,Machaeropterus deliciosus,1BL to 1BT
Machaeropterus eckelberryi,Machaeropterus regulus,Many BL to 1BT
Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,1BL to 1BT
Machaeropterus regulus,Machaeropterus regulus,Many BL to 1BT
Machaeropterus striolatus,Machaeropterus regulus,Many BL to 1BT
Macheiramphus alcinus,Macheiramphus alcinus,1BL to 1BT
Machetornis rixosa,Machetornis rixosa,1BL to 1BT
Machlolophus holsti,Parus holsti,1BL to 1BT
Machlolophus nuchalis,Parus nuchalis,1BL to 1BT
Machlolophus spilonotus,Parus spilonotus,1BL to 1BT
Machlolophus xanthogenys,Parus xanthogenys,1BL to 1BT
Mackenziaena leachii,Mackenziaena leachii,1BL to 1BT
Mackenziaena severa,Mackenziaena severa,1BL to 1BT
Macroagelaius imthurni,Macroagelaius imthurni,1BL to 1BT
Macroagelaius subalaris,Macroagelaius subalaris,1BL to 1BT
Macrocephalon maleo,Macrocephalon maleo,1BL to 1BT
Macronectes giganteus,Macronectes giganteus,1BL to 1BT
Macronectes halli,Macronectes halli,1BL to 1BT
Macronus ptilosus,Macronous ptilosus,1BL to 1BT
Macronus striaticeps,Macronous striaticeps,1BL to 1BT
Macronyx ameliae,Macronyx ameliae,1BL to 1BT
Macronyx aurantiigula,Macronyx aurantiigula,1BL to 1BT
Macronyx capensis,Macronyx capensis,1BL to 1BT
Macronyx croceus,Macronyx croceus,1BL to 1BT
Macronyx flavicollis,Macronyx flavicollis,1BL to 1BT
Macronyx fuelleborni,Macronyx fuellebornii,1BL to 1BT
Macronyx grimwoodi,Macronyx grimwoodi,1BL to 1BT
Macronyx sharpei,Macronyx sharpei,1BL to 1BT
Macropsalis forcipata,Macropsalis forcipata,1BL to 1BT
Macropygia amboinensis,Macropygia amboinensis,1BL to 1BT
Macropygia emiliana,Macropygia emiliana,1BL to 1BT
Macropygia macassariensis,Macropygia magna,Many BL to 1BT
Macropygia mackinlayi,Macropygia mackinlayi,1BL to 1BT
Macropygia magna,Macropygia magna,Many BL to 1BT
Macropygia nigrirostris,Macropygia nigrirostris,1BL to 1BT
Macropygia phasianella,Macropygia phasianella,1BL to 1BT
Macropygia ruficeps,Macropygia ruficeps,1BL to 1BT
Macropygia rufipennis,Macropygia rufipennis,1BL to 1BT
Macropygia tenuirostris,Macropygia tenuirostris,1BL to 1BT
Macropygia timorlaoensis,Macropygia magna,Many BL to 1BT
Macropygia unchall,Macropygia unchall,1BL to 1BT
Macrosphenus concolor,Macrosphenus concolor,1BL to 1BT
Macrosphenus flavicans,Macrosphenus flavicans,1BL to 1BT
Macrosphenus kempi,Macrosphenus kempi,1BL to 1BT
Macrosphenus kretschmeri,Macrosphenus kretschmeri,1BL to 1BT
Macrosphenus pulitzeri,Macrosphenus pulitzeri,1BL to 1BT
Madanga ruficollis,Madanga ruficollis,1BL to 1BT
Magumma parva,Hemignathus parvus,1BL to 1BT
Malacocincla abbotti,Malacocincla abbotti,1BL to 1BT
Malacocincla perspicillata,Malacocincla perspicillata,1BL to 1BT
Malacocincla sepiaria,Malacocincla sepiaria,1BL to 1BT
Malaconotus alius,Malaconotus alius,1BL to 1BT
Malaconotus blanchoti,Malaconotus blanchoti,1BL to 1BT
Malaconotus cruentus,Malaconotus cruentus,1BL to 1BT
Malaconotus gladiator,Malaconotus gladiator,1BL to 1BT
Malaconotus lagdeni,Malaconotus lagdeni,1BL to 1BT
Malaconotus monteiri,Malaconotus monteiri,1BL to 1BT
Malacopteron affine,Malacopteron affine,1BL to 1BT
Malacopteron albogulare,Malacopteron albogulare,1BL to 1BT
Malacopteron cinereum,Malacopteron cinereum,1BL to 1BT
Malacopteron magnirostre,Malacopteron magnirostre,1BL to 1BT
Malacopteron magnum,Malacopteron magnum,1BL to 1BT
Malacopteron palawanense,Malacopteron palawanense,1BL to 1BT
Malacoptila fulvogularis,Malacoptila fulvogularis,1BL to 1BT
Malacoptila fusca,Malacoptila fusca,1BL to 1BT
Malacoptila minor,Malacoptila striata,Many BL to 1BT
Malacoptila mystacalis,Malacoptila mystacalis,1BL to 1BT
Malacoptila panamensis,Malacoptila panamensis,1BL to 1BT
Malacoptila rufa,Malacoptila rufa,1BL to 1BT
Malacoptila semicincta,Malacoptila semicincta,1BL to 1BT
Malacoptila striata,Malacoptila striata,Many BL to 1BT
Malacorhynchus membranaceus,Malacorhynchus membranaceus,1BL to 1BT
Malcorus pectoralis,Malcorus pectoralis,1BL to 1BT
Malia grata,Malia grata,1BL to 1BT
Malimbus ballmanni,Malimbus ballmanni,1BL to 1BT
Malimbus cassini,Malimbus cassini,1BL to 1BT
Malimbus coronatus,Malimbus coronatus,1BL to 1BT
Malimbus erythrogaster,Malimbus erythrogaster,1BL to 1BT
Malimbus ibadanensis,Malimbus ibadanensis,1BL to 1BT
Malimbus malimbicus,Malimbus malimbicus,1BL to 1BT
Malimbus nitens,Malimbus nitens,1BL to 1BT
Malimbus racheliae,Malimbus racheliae,1BL to 1BT
Malimbus rubricollis,Malimbus rubricollis,1BL to 1BT
Malimbus scutatus,Malimbus scutatus,1BL to 1BT
Malindangia mcgregori,Coracina mcgregori,1BL to 1BT
Malurus alboscapulatus,Malurus alboscapulatus,1BL to 1BT
Malurus amabilis,Malurus amabilis,1BL to 1BT
Malurus assimilis,Malurus lamberti,Many BL to 1BT
Malurus coronatus,Malurus coronatus,1BL to 1BT
Malurus cyaneus,Malurus cyaneus,1BL to 1BT
Malurus cyanocephalus,Malurus cyanocephalus,1BL to 1BT
Malurus elegans,Malurus elegans,1BL to 1BT
Malurus lamberti,Malurus lamberti,Many BL to 1BT
Malurus leucopterus,Malurus leucopterus,1BL to 1BT
Malurus melanocephalus,Malurus melanocephalus,1BL to 1BT
Malurus pulcherrimus,Malurus pulcherrimus,1BL to 1BT
Malurus splendens,Malurus splendens,1BL to 1BT
Manacus aurantiacus,Manacus aurantiacus,1BL to 1BT
Manacus candei,Manacus candei,1BL to 1BT
Manacus manacus,Manacus manacus,1BL to 1BT
Manacus vitellinus,Manacus vitellinus,1BL to 1BT
Mandingoa nitidula,Mandingoa nitidula,1BL to 1BT
Manorina flavigula,Manorina flavigula,1BL to 1BT
Manorina melanocephala,Manorina melanocephala,1BL to 1BT
Manorina melanophrys,Manorina melanophrys,1BL to 1BT
Manorina melanotis,Manorina melanotis,1BL to 1BT
Manucerthia mana,Oreomystis mana,1BL to 1BT
Manucodia ater,Manucodia ater,1BL to 1BT
Manucodia chalybatus,Manucodia chalybatus,1BL to 1BT
Manucodia comrii,Manucodia comrii,1BL to 1BT
Manucodia jobiensis,Manucodia jobiensis,1BL to 1BT
Mareca americana,Anas americana,1BL to 1BT
Mareca falcata,Anas falcata,1BL to 1BT
Mareca penelope,Anas penelope,1BL to 1BT
Mareca sibilatrix,Anas sibilatrix,1BL to 1BT
Mareca strepera,Anas strepera,1BL to 1BT
Margarobyas lawrencii,Gymnoglaux lawrencii,1BL to 1BT
Margaroperdix madagarensis,Margaroperdix madagascariensis,1BL to 1BT
Margarops fuscatus,Margarops fuscatus,1BL to 1BT
Margarornis bellulus,Margarornis bellulus,1BL to 1BT
Margarornis rubiginosus,Margarornis rubiginosus,1BL to 1BT
Margarornis squamiger,Margarornis squamiger,1BL to 1BT
Margarornis stellatus,Margarornis stellatus,1BL to 1BT
Marmaronetta angustirostris,Marmaronetta angustirostris,1BL to 1BT
Mascarenotus grucheti,NA ,Extinct
Mascarenotus murivorus,NA ,Extinct
Mascarenotus sauzieri,NA ,Extinct
Mascarinus mascarin,NA ,Extinct
Maschalethraupis surinama,Tachyphonus surinamus,1BL to 1BT
Masius chrysopterus,Masius chrysopterus,1BL to 1BT
Mayrornis lessoni,Mayrornis lessoni,1BL to 1BT
Mayrornis schistaceus,Mayrornis schistaceus,1BL to 1BT
Mayrornis versicolor,Mayrornis versicolor,1BL to 1BT
Mazaria propinqua,Synallaxis propinqua,1BL to 1BT
Mearnsia novaeguineae,Mearnsia novaeguineae,1BL to 1BT
Mearnsia picina,Mearnsia picina,1BL to 1BT
Mecocerculus calopterus,Mecocerculus calopterus,1BL to 1BT
Mecocerculus hellmayri,Mecocerculus hellmayri,1BL to 1BT
Mecocerculus leucophrys,Mecocerculus leucophrys,1BL to 1BT
Mecocerculus minor,Mecocerculus minor,1BL to 1BT
Mecocerculus poecilocercus,Mecocerculus poecilocercus,1BL to 1BT
Mecocerculus stictopterus,Mecocerculus stictopterus,1BL to 1BT
Megabyas flammulatus,Megabyas flammulatus,1BL to 1BT
Megaceryle alcyon,Megaceryle alcyon,1BL to 1BT
Megaceryle lugubris,Megaceryle lugubris,1BL to 1BT
Megaceryle maxima,Megaceryle maxima,1BL to 1BT
Megaceryle torquata,Megaceryle torquata,1BL to 1BT
Megacrex inepta,Megacrex inepta,1BL to 1BT
Megadyptes antipodes,Megadyptes antipodes,1BL to 1BT
Megalampitta gigantea,Melampitta gigantea,1BL to 1BT
Megaloprepia formosa,Ptilinopus bernsteinii,1BL to 1BT
Megaloprepia magnifica,Ptilinopus magnificus,1BL to 1BT
Megalurulus grosvenori,Megalurulus grosvenori,1BL to 1BT
Megalurulus llaneae,Megalurulus llaneae,1BL to 1BT
Megalurulus mariae,Megalurulus mariei,1BL to 1BT
Megalurulus rubiginosus,Megalurulus rubiginosus,1BL to 1BT
Megalurulus rufus,Trichocichla rufa,1BL to 1BT
Megalurulus turipavae,Megalurulus whitneyi,Many BL to 1BT
Megalurulus whitneyi,Megalurulus whitneyi,Many BL to 1BT
Megalurus palustris,Megalurus palustris,1BL to 1BT
Megapodius bernsteinii,Megapodius bernsteinii,1BL to 1BT
Megapodius cumingii,Megapodius cumingii,1BL to 1BT
Megapodius decollatus,Megapodius affinis,1BL to 1BT
Megapodius eremita,Megapodius eremita,1BL to 1BT
Megapodius freycinet,Megapodius freycinet,1BL to 1BT
Megapodius geelvinkianus,Megapodius geelvinkianus,1BL to 1BT
Megapodius laperouse,Megapodius laperouse,1BL to 1BT
Megapodius layardi,Megapodius layardi,1BL to 1BT
Megapodius nicobariensis,Megapodius nicobariensis,1BL to 1BT
Megapodius pritchardii,Megapodius pritchardii,1BL to 1BT
Megapodius reinwardt,Megapodius reinwardt,1BL to 1BT
Megapodius tenimberensis,Megapodius tenimberensis,1BL to 1BT
Megarynchus pitangua,Megarynchus pitangua,1BL to 1BT
Megascops albogularis,Megascops albogularis,1BL to 1BT
Megascops asio,Megascops asio,1BL to 1BT
Megascops atricapilla,Megascops atricapilla,1BL to 1BT
Megascops barbarus,Megascops barbarus,1BL to 1BT
Megascops choliba,Megascops choliba,Many BL to 1BT
Megascops clarkii,Megascops clarkii,1BL to 1BT
Megascops colombianus,Megascops colombianus,1BL to 1BT
Megascops cooperi,Megascops cooperi,1BL to 1BT
Megascops gilesi,Megascops choliba,Many BL to 1BT
Megascops guatemalae,Megascops guatemalae,Many BL to 1BT
Megascops hoyi,Megascops hoyi,1BL to 1BT
Megascops ingens,Megascops ingens,1BL to 1BT
Megascops kennicottii,Megascops kennicottii,1BL to 1BT
Megascops koepckeae,Megascops koepckeae,1BL to 1BT
Megascops marshalli,Megascops marshalli,1BL to 1BT
Megascops nudipes,Megascops nudipes,1BL to 1BT
Megascops petersoni,Megascops petersoni,1BL to 1BT
Megascops roboratus,Megascops roboratus,1BL to 1BT
Megascops sanctaecatarinae,Megascops sanctaecatarinae,1BL to 1BT
Megascops seductus,Megascops seductus,1BL to 1BT
Megascops trichopsis,Megascops trichopsis,1BL to 1BT
Megascops vermiculatus,Megascops guatemalae,Many BL to 1BT
Megascops watsonii,Megascops watsonii,1BL to 1BT
Megastictus margaritatus,Megastictus margaritatus,1BL to 1BT
Megatriorchis doriae,Megatriorchis doriae,1BL to 1BT
Megaxenops parnaguae,Megaxenops parnaguae,1BL to 1BT
Megazosterops palauensis,Megazosterops palauensis,1BL to 1BT
Meiglyptes grammithorax,Meiglyptes tristis,Many BL to 1BT
Meiglyptes jugularis,Meiglyptes jugularis,1BL to 1BT
Meiglyptes tristis,Meiglyptes tristis,Many BL to 1BT
Meiglyptes tukki,Meiglyptes tukki,1BL to 1BT
Melaenornis annamarulae,Melaenornis annamarulae,1BL to 1BT
Melaenornis ardesiacus,Melaenornis ardesiacus,1BL to 1BT
Melaenornis brunneus,Dioptrornis brunneus,1BL to 1BT
Melaenornis chocolatinus,Dioptrornis chocolatinus,1BL to 1BT
Melaenornis edolioides,Melaenornis edolioides,1BL to 1BT
Melaenornis fischeri,Dioptrornis fischeri,1BL to 1BT
Melaenornis herero,Namibornis herero,1BL to 1BT
Melaenornis pammelaina,Melaenornis pammelaina,1BL to 1BT
Melaenornis semipartitus,Empidornis semipartitus,1BL to 1BT
Melaenornis silens,Sigelus silens,1BL to 1BT
Melampitta lugubris,Melampitta lugubris,1BL to 1BT
Melamprosops phaeosoma,Melamprosops phaeosoma,1BL to 1BT
Melanerpes aurifrons,Melanerpes aurifrons,1BL to 1BT
Melanerpes cactorum,Melanerpes cactorum,1BL to 1BT
Melanerpes candidus,Melanerpes candidus,1BL to 1BT
Melanerpes carolinus,Melanerpes carolinus,1BL to 1BT
Melanerpes chrysauchen,Melanerpes chrysauchen,1BL to 1BT
Melanerpes chrysogenys,Melanerpes chrysogenys,1BL to 1BT
Melanerpes cruentatus,Melanerpes cruentatus,1BL to 1BT
Melanerpes erythrocephalus,Melanerpes erythrocephalus,1BL to 1BT
Melanerpes flavifrons,Melanerpes flavifrons,1BL to 1BT
Melanerpes formicivorus,Melanerpes formicivorus,1BL to 1BT
Melanerpes herminieri,Melanerpes herminieri,1BL to 1BT
Melanerpes hoffmannii,Melanerpes hoffmannii,1BL to 1BT
Melanerpes hypopolius,Melanerpes hypopolius,1BL to 1BT
Melanerpes lewis,Melanerpes lewis,1BL to 1BT
Melanerpes portoricensis,Melanerpes portoricensis,1BL to 1BT
Melanerpes pucherani,Melanerpes pucherani,1BL to 1BT
Melanerpes pulcher,Melanerpes pulcher,1BL to 1BT
Melanerpes pygmaeus,Melanerpes pygmaeus,1BL to 1BT
Melanerpes radiolatus,Melanerpes radiolatus,1BL to 1BT
Melanerpes rubricapillus,Melanerpes rubricapillus,1BL to 1BT
Melanerpes striatus,Melanerpes striatus,1BL to 1BT
Melanerpes superciliaris,Melanerpes superciliaris,1BL to 1BT
Melanerpes uropygialis,Melanerpes uropygialis,1BL to 1BT
Melaniparus afer,Parus afer,1BL to 1BT
Melaniparus albiventris,Parus albiventris,1BL to 1BT
Melaniparus carpi,Parus carpi,1BL to 1BT
Melaniparus cinerascens,Parus cinerascens,1BL to 1BT
Melaniparus fasciiventer,Parus fasciiventer,1BL to 1BT
Melaniparus fringillinus,Parus fringillinus,1BL to 1BT
Melaniparus funereus,Parus funereus,1BL to 1BT
Melaniparus griseiventris,Parus griseiventris,1BL to 1BT
Melaniparus guineensis,Parus leucomelas,Many BL to 1BT
Melaniparus leucomelas,Parus leucomelas,Many BL to 1BT
Melaniparus leuconotus,Parus leuconotus,1BL to 1BT
Melaniparus niger,Parus niger,1BL to 1BT
Melaniparus pallidiventris,Parus rufiventris,Many BL to 1BT
Melaniparus rufiventris,Parus rufiventris,Many BL to 1BT
Melaniparus thruppi,Parus thruppi,1BL to 1BT
Melanitta americana,Melanitta nigra,Many BL to 1BT
Melanitta deglandi,Melanitta fusca,Many BL to 1BT
Melanitta fusca,Melanitta fusca,Many BL to 1BT
Melanitta nigra,Melanitta nigra,Many BL to 1BT
Melanitta perspicillata,Melanitta perspicillata,1BL to 1BT
Melanitta stejnegeri,Melanitta fusca,Many BL to 1BT
Melanocharis arfakiana,Melanocharis arfakiana,1BL to 1BT
Melanocharis longicauda,Melanocharis longicauda,1BL to 1BT
Melanocharis nigra,Melanocharis nigra,1BL to 1BT
Melanocharis striativentris,Melanocharis striativentris,1BL to 1BT
Melanocharis versteri,Melanocharis versteri,1BL to 1BT
